title = "elemental data"
variables = "time (yr)", "temp (deg. c)","qx(m/yr)","qz(m/yr)","x(m)","z(m)","mat","head(m)"
text  x=50.0,y=50.0,t="element # 12831 "
zone f="point",i=  3000
   10.0000000000000  24.1457796897013 -7.460698725481052E-014  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   20.0000000000000  24.1457778755641 -9.592326932761353E-014  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   30.0000000000000  24.1457724515277 -1.065814103640150E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   40.0000000000000  24.1457599980244 -1.065814103640150E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   50.0000000000000  24.1457357299370 -1.065814103640150E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   60.0000000000000  24.1456934966155 -1.065814103640150E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   70.0000000000000  24.1456258627955 -1.101341240428155E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   80.0000000000000  24.1455242493709 -1.101341240428155E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   90.0000000000000  24.1453791138978 -1.101341240428155E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   100.000000000000  24.1451801532457 -1.136868377216160E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   110.000000000000  24.1449165139976 -1.136868377216160E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   120.000000000000  24.1445769994698 -1.136868377216160E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   130.000000000000  24.1441502652390 -1.136868377216160E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   140.000000000000  24.1436249976845 -1.136868377216160E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   150.000000000000  24.1429900722140 -1.136868377216160E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   160.000000000000  24.1422346895576 -1.136868377216160E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   170.000000000000  24.1413484898164 -1.136868377216160E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   180.000000000000  24.1403216449059 -1.136868377216160E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   190.000000000000  24.1391449306864 -1.136868377216160E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   200.000000000000  24.1378097804923 -1.136868377216160E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   210.000000000000  24.1363083220039 -1.136868377216160E-013  1.136868377216160E-013  245333.333333333  99433.3333333334  3  100000.000000000
   220.000000000000  24.1346333994987 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   230.000000000000  24.1327785835060 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   240.000000000000  24.1307381698110 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   250.000000000000  24.1285071696209 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   260.000000000000  24.1260812925517 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   270.000000000000  24.1234569239214 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   280.000000000000  24.1206310976596 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   290.000000000000  24.1176014659743 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   300.000000000000  24.1143662667525 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   310.000000000000  24.1109242895228 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   320.000000000000  24.1072748406702 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   330.000000000000  24.1034177084708 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   340.000000000000  24.0993531284095 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   350.000000000000  24.0950817491447 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   360.000000000000  24.0906045994080 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   370.000000000000  24.0859230560553 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   380.000000000000  24.0810388134272 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   390.000000000000  24.0759538541287 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   400.000000000000  24.0706704212994 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   410.000000000000  24.0651909924084 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
   420.000000000000  24.0595182545861 -1.172395514004165E-013  5.684341886080801E-014  245333.333333333  99433.3333333334  3  100000.000000000
